property_name,reviewer,date,stars,heading,review
Sidharth Upscale,Kalai,13/05/2014,5,Porur.,?
Ruby Elite,Guest User,20/05/2021,4,Nice project.,The beautiful backdrop provides excellent natural sight and fresh air to reenergize life. You will also find a fresh environment in society. There are two tallest blocks in society with luxurious amenities.
Ruby Elite,Guest User,19/05/2021,5,Beautiful Project.,Ruby Elite offers 2BHK and 3 BHK Apartments in Chennai. Which is available from 1040 Sq-ft to 2231 Sq-ft. With many luxurious amenities.
Ruby Elite,Guest User,20/05/2021,4,Nice project.,The beautiful backdrop provides excellent natural sight and fresh air to reenergize life. You will also find a fresh environment in society. There are two tallest blocks in society with luxurious amenities.
Ruby Elite,Guest User,19/05/2021,5,Beautiful Project.,Ruby Elite offers 2BHK and 3 BHK Apartments in Chennai. Which is available from 1040 Sq-ft to 2231 Sq-ft. With many luxurious amenities.
Ruby Elite,Guest User,18/05/2021,4,Nice project.,"Ruby Elite offers good facilities for residents. Also offers many luxurious amenities. Like pool, gym, banquet hall, etc. Security is tight in society. It is an overall good society."
Ruby Elite,Barani,20/06/2015,4,Medavakkam.,?
MF Aditya,Arun kumar,17/07/2015,5,Pallikaranai.,?
Alliance Orchid Springss,Ranganathan,23/05/2013,5,Korattur peaceful locality and well connected by road and rail major industrial are nearby.,?
Casagrand Zenith,Guest User,21/05/2021,3,Nice project.,This is a nice and prime site. Project id under construction. Went to book a flat. The view from the drawing and bedrooms is great. Place worth investing. 
Casagrand Zenith,Guest User,20/08/2020,4,Good project.,"It offers 2, 3, and 4 BHK skillfully design apartments. For comfort of living with all the modern amenities and lush green environment for a healthy lifestyle. School, colleges, hospitals and the market is nearby. Road conditions are good."
Casagrand Zenith,Guest User,21/05/2021,3,Nice project.,This is a nice and prime site. Project id under construction. Went to book a flat. The view from the drawing and bedrooms is great. Place worth investing. 
Casagrand Zenith,Guest User,20/08/2020,4,Good project.,"It offers 2, 3, and 4 BHK skillfully design apartments. For comfort of living with all the modern amenities and lush green environment for a healthy lifestyle. School, colleges, hospitals and the market is nearby. Road conditions are good."
Casagrand Zenith,Guest User,19/08/2020,4,Casagrand Zenith.,"Casagrand Zenith is a residential project in Medavakkam by Casagrande. This is under construction project and starting possession in 2022. This project offering 2, 3 and 4 BHK lavish apartments along with all modern-day amenities like swimming pool, basketball court, lush green garden, jogging track... Read More"
Casagrand Zenith,Manavalan,31/07/2014,5,Medavakkam.,?
Akshaya Today,Guest User,24/09/2020,4,Good Project.,This project offers all major amenities and great feelings about the ambiance. It is having compact apartments and decent built-in quality.
Akshaya Today,Guest User,19/08/2020,1,Nice project.,"This project was started in 2013 January and expected to handed over by 2015 January. But this is still not happening, but he has put his hands on other projects leaving this."
Akshaya Today,Guest User,24/09/2020,4,Good Project.,This project offers all major amenities and great feelings about the ambiance. It is having compact apartments and decent built-in quality.
Akshaya Today,Guest User,19/08/2020,1,Nice project.,"This project was started in 2013 January and expected to handed over by 2015 January. But this is still not happening, but he has put his hands on other projects leaving this."
Akshaya Today,kanhaiya kr,12/07/2020,5,Akshaya Today_Kelambakkam,This apartment located in kelambakkam.This apartment amenities have swimming pool car parking kids play area and security
Akshaya Today,Nazneen Farid,14/09/2017,5,Kelambakkam,?
TVH Ouranya Bay,Guest User,30/09/2020,5,Nice project.,"One of the tallest apartments in the area. Very beautiful, with the necessary amenities. Great view of the Sea and the city, nearby shops are there. It has a helicopter pad as well. The well-ventilated area with a swimming pool, gym, etc. It is a very tall building with 28 floors."
TVH Ouranya Bay,Guest User,25/09/2020,5,Good Society.,"Great society and a good community. Though there are no shops near the apartments. There is a grocery and vegetable shop too within the society on the ground floor. Almost everything needed is available in the shop. Good maintenance and there is a beach view from the top floors of the apartment, Kov... Read More"
TVH Ouranya Bay,Guest User,30/09/2020,5,Nice project.,"One of the tallest apartments in the area. Very beautiful, with the necessary amenities. Great view of the Sea and the city, nearby shops are there. It has a helicopter pad as well. The well-ventilated area with a swimming pool, gym, etc. It is a very tall building with 28 floors."
TVH Ouranya Bay,Guest User,25/09/2020,5,Good Society.,"Great society and a good community. Though there are no shops near the apartments. There is a grocery and vegetable shop too within the society on the ground floor. Almost everything needed is available in the shop. Good maintenance and there is a beach view from the top floors of the apartment, Kov... Read More"
TVH Ouranya Bay,Guest User,23/08/2020,4,Good project,This apartment is located in Padur. This apartment amenities have car parking rainwater harvesting security Vaastu and nearby market shops available.
TVH Ouranya Bay,Senthil ,23/05/2015,5,Padur.,?
Radiance Shine,Guest User,14/05/2021,5,Beautiful Project.,"The project hosts in its lap exclusively designed residential apartments, each being an epitome of elegance and simplicity."
Radiance Shine,Guest User,14/05/2021,5,Beautiful Project.,"Radiance Shine offers 1 BHK, 2 BHK, and 3 BHK luxurious Apartments in Chennai. The master plan of Radiance Shine ensures that these Apartments in Old Mahabalipuram Road are Vastu compliant."
Radiance Shine,Guest User,14/05/2021,5,Beautiful Project.,"The project hosts in its lap exclusively designed residential apartments, each being an epitome of elegance and simplicity."
Radiance Shine,Guest User,14/05/2021,5,Beautiful Project.,"Radiance Shine offers 1 BHK, 2 BHK, and 3 BHK luxurious Apartments in Chennai. The master plan of Radiance Shine ensures that these Apartments in Old Mahabalipuram Road are Vastu compliant."
Radiance Shine,malathi,14/12/2014,5,Old Mahabalipuram Road.,?
VGN Mahalakshmi Nagar,Guest User,07/02/2021,4,nice surroundings,"Nice project offers land, location is good with good greenry and nice surroundings, it has all the facilites available."
VGN Mahalakshmi Nagar,Guest User,05/01/2021,5,Well located,"Nice project offers land, it has good green area and open space, all the facilities are available, it is under development as of now as houses are to be constructed by Land Owner.	"
VGN Mahalakshmi Nagar,Guest User,07/02/2021,4,nice surroundings,"Nice project offers land, location is good with good greenry and nice surroundings, it has all the facilites available."
VGN Mahalakshmi Nagar,Guest User,05/01/2021,5,Well located,"Nice project offers land, it has good green area and open space, all the facilities are available, it is under development as of now as houses are to be constructed by Land Owner.	"
VGN Mahalakshmi Nagar,Uma,14/11/2012,0,Review Of Vellappanchavadi,?
Nova,Guest User,22/05/2021,5,Good project.,It is the best residential apartment with cool greenery outside. It is well security maintained area. Very close to the railway station. Good to middle-class families. Rooms are small and the flat is well maintained.
Nova,Guest User,21/05/2021,5,Good project.,"It is the best residential apartment with cool greenery outside. Well, security maintained area. It is very close to the railway station. Good to middle-class families. Rooms are small and the flat is well maintained."
Nova,Guest User,22/05/2021,5,Good project.,It is the best residential apartment with cool greenery outside. It is well security maintained area. Very close to the railway station. Good to middle-class families. Rooms are small and the flat is well maintained.
Nova,Guest User,21/05/2021,5,Good project.,"It is the best residential apartment with cool greenery outside. Well, security maintained area. It is very close to the railway station. Good to middle-class families. Rooms are small and the flat is well maintained."
Nova,Guest User,20/05/2021,5,Good project.,"It is a good apartment for families with 24/7 security, lift facilities are there. Spacious rooms and very well maintained, Too close to Mahindra world school. There were a lot of places for children to play."
Nova,Guest User,19/05/2021,5,Good project.,"It is a good apartment for families with 24/7 security, lift facilities are there. Spacious rooms and very well maintained, Too close to Mahindra world School. There were a lot of places for children to play."
Nova,Lydia ,18/01/2013,0,Review Of Mahendra city,?
Pragnya Eden Park,Guest User,19/06/2021,4,Nice project.,The awesome atmosphere in the project with solid build quality very nice project with good connectivity for it. It has all amenities and facilities nice ventilated flats.
Pragnya Eden Park,Pavan ,19/06/2021,4,Nice project.,Good society has good amenities and facilities. It is well maintained clean and neat society. Good connectivity for transportation also CCTV around. The apartment is a very safe and secure place.
Pragnya Eden Park,Guest User,19/06/2021,4,Nice project.,The awesome atmosphere in the project with solid build quality very nice project with good connectivity for it. It has all amenities and facilities nice ventilated flats.
Pragnya Eden Park,Pavan ,19/06/2021,4,Nice project.,Good society has good amenities and facilities. It is well maintained clean and neat society. Good connectivity for transportation also CCTV around. The apartment is a very safe and secure place.
Pragnya Eden Park,Guest User,09/06/2021,4,Nice project.,"Pragnya Eden Park is a well-planned ready-to-move project developed by Pragnya South City projects Pvt Ltd situated at Siruseri Chennai. It is a good location which has great connectivity to the national highway, railway station, schools, hospital, banks, markets, and other shopping destination. The... Read More"
Pragnya Eden Park,Guest User,06/01/2021,4,Nice project.,"The apartment design is very good. It has a play area, clubhouse, parking lounge, park, swimming pool, and garden. Surrounded by lush greenery, fresh air, no air pollution. School, retail store, the hospital also near by."
Pragnya Eden Park,Guest User,06/01/2021,4,Beautiful project.,"It is a very nice gated community society with all modern facilities. Society located very near to SIPCOT IT Park. Flats design is very good. It has a clubhouse, gym, swimming pool, and garden. It is quiet a place to live."
Pragnya Eden Park,Guest User,20/12/2020,4,Nice Location.,Pragnya Eden Park nice project. Good Amenities and well maintained project. Good Facilities available.
Pragnya Eden Park,Guest User,19/12/2020,4,Pragnya Eden Park.,"The apartment design is very good. It has a play area, clubhouse, parking lounge, park, swimming pool, and garden. The distance between the two blocks is having a good distance. So there is no problem with aeration and lighting. All amenities are here. Good parking Good security and good lift."
Pragnya Eden Park,Guest User,06/08/2020,5,Pragnya Eden Park.,Pragnya Eden Park is very nice project. This area is good location. School and market are available in the location. This apartment indoor games and kids play area are available in the location.
Pragnya Eden Park,Rajendran,24/03/2013,0,Review Of Siruseri,?
Pacifica Aurum,Guest User,22/05/2021,4,Nice project.,The apartment is spacious with good interiors and a huge balcony. It is a nice view from the balcony. It has sported them with a good amenities facility available to provide a comfortable life also it is well connected.
Pacifica Aurum,Guest User,21/08/2020,4,Very good project.,This apartment located in Nadur. This apartment amenities have Swimming Pool car parking kids play area security and nearby schools available.
Pacifica Aurum,Guest User,22/05/2021,4,Nice project.,The apartment is spacious with good interiors and a huge balcony. It is a nice view from the balcony. It has sported them with a good amenities facility available to provide a comfortable life also it is well connected.
Pacifica Aurum,Guest User,21/08/2020,4,Very good project.,This apartment located in Nadur. This apartment amenities have Swimming Pool car parking kids play area security and nearby schools available.
Pacifica Aurum,Guest User,19/08/2020,4,Nice feel with all amenities.,"This apartment located in padur. This apartment amenities have swimming pool, car parking, kids play area, security and near by schools available"
Pacifica Aurum,Sankar,15/10/2012,0,Review Of Old Mahabalipuram Rd,?
Real Value Neel Kamal,Guest User,13/08/2020,4,Real Value Neel Kamal.,This apartment located IT hub Places and lots of shops and public transport connectivity available. This apartment amenities available in rain water harvesting very spacious parking available.
Real Value Neel Kamal,Ramkumar,25/11/2014,0,Real Value Neel Kamal.,"It is a worst experience from Real Value promoters on the Neel Kamal project. They took full EMI for some people 3 years and for some people 4 years, and they have not completed even 10%. Only buy if they show you finished flats, otherwise a strict no. There are so many other better builders. I am i... Read More"
Real Value Neel Kamal,Guest User,13/08/2020,4,Real Value Neel Kamal.,This apartment located IT hub Places and lots of shops and public transport connectivity available. This apartment amenities available in rain water harvesting very spacious parking available.
Real Value Neel Kamal,Ramkumar,25/11/2014,0,Real Value Neel Kamal.,"It is a worst experience from Real Value promoters on the Neel Kamal project. They took full EMI for some people 3 years and for some people 4 years, and they have not completed even 10%. Only buy if they show you finished flats, otherwise a strict no. There are so many other better builders. I am i... Read More"
Real Value Neel Kamal,Senthil,06/01/2013,0,Review Of Old Mahabalipuram Rd,?
VGN Brixton,Guest User,17/10/2020,3,Good location,VGN Brixton Chennai Quiet Atmosphere.  Good facilities  The industrial area is very close to dominoes and also good construction and very well sports facilities no rare power cut.
VGN Brixton,Guest User,15/10/2020,0,Good project.,"VGN Brixton peaceful place to live in. Clean and neat parking area. Shopping, restaurant schools are back on the campus. Good power back up and water supply."
VGN Brixton,Guest User,17/10/2020,3,Good location,VGN Brixton Chennai Quiet Atmosphere.  Good facilities  The industrial area is very close to dominoes and also good construction and very well sports facilities no rare power cut.
VGN Brixton,Guest User,15/10/2020,0,Good project.,"VGN Brixton peaceful place to live in. Clean and neat parking area. Shopping, restaurant schools are back on the campus. Good power back up and water supply."
VGN Brixton,Thanagvel,11/11/2013,4,Irungatukottai.,?
VNR Milford,Guest User,07/02/2021,4,Good project,"Nice project has solid build quality and design, roads are good and well connected, kids play area and parking is available."
VNR Milford,Guest User,05/01/2021,4,Beautiful Project,"Nice low rise apartment with great facilities, huge open space and good green area, roads are good and well connected"
VNR Milford,Guest User,07/02/2021,4,Good project,"Nice project has solid build quality and design, roads are good and well connected, kids play area and parking is available."
VNR Milford,Guest User,05/01/2021,4,Beautiful Project,"Nice low rise apartment with great facilities, huge open space and good green area, roads are good and well connected"
VNR Milford,Anantharaman,12/08/2013,4,Review Of Mogappair West.,?
Ram Brindhavan,Prabhu ,24/02/2015,4,Thorapakkamm.,?
Provident Cosmo City,Guest User,20/08/2020,3,Nice project.,"This apartment located in Siruseri. This apartment amenities have swimming pool, car parking, kids play area, gym and security."
Provident Cosmo City,Guest User,20/08/2020,3,Nice project.,"This apartment located in Siruseri. This apartment amenities have swimming pool, car parking, kids play area, gym and security."
Provident Cosmo City,Ayyanar,18/03/2015,5,Siruseri.,?
Unitech Unihomes 1,Gajapathy,26/03/2013,0,Review Of Nallambakkam,?
PBEL City,Guest User,12/07/2020,4,Review of PBEL City_Kelambakkam,This apartment located in kelambakkam.This apartment amenities have swimming pool and cricket ground kids play area and security available
PBEL City,Guest User,12/07/2020,4,Review of PBEL City_Kelambakkam,This apartment located in kelambakkam.This apartment amenities have swimming pool and cricket ground kids play area and security available
PBEL City,Saravanan,18/09/2016,5,Kelambakkam.,?
Advaita Blossom,Guest User,29/08/2020,5,Nice Project.,"Advaita blossom is a nice project in Chennai. The project is well maintained, quite walkable from the main road, and in a secure area (well lit in night time as well)nearby Kelambakkam market. Its good for young kids as a big Children's play area is available. Also, there are spacious walkways and i... Read More"
Advaita Blossom,Guest User,29/08/2020,5,Nice Project.,"Advaita blossom is a nice project in Chennai. The project is well maintained, quite walkable from the main road, and in a secure area (well lit in night time as well)nearby Kelambakkam market. Its good for young kids as a big Children's play area is available. Also, there are spacious walkways and i... Read More"
Advaita Blossom,PV ARUN,26/09/2015,4,Kelambakkam.,?
Marg Pushpadruma,Kavitha,06/02/2014,5,Old Mahabalipuram Road.,?
Olympia Grande,Ganesh,06/08/2013,5,Pallavaram.,?
Pushkara,Guest User,15/01/2021,5,Nice project.,It is a luxury apartment in Chennai. Pushkara is definitely one of the best properties in that location. All facilities available here in this society.
Pushkara,Guest User,16/10/2020,0,Good Location.,"It has 24 hours security system good clean area and CCTV camera, garden, Power backup. The location is a nice nearby school, market."
Pushkara,Guest User,15/01/2021,5,Nice project.,It is a luxury apartment in Chennai. Pushkara is definitely one of the best properties in that location. All facilities available here in this society.
Pushkara,Guest User,16/10/2020,0,Good Location.,"It has 24 hours security system good clean area and CCTV camera, garden, Power backup. The location is a nice nearby school, market."
Pushkara,Guest User,23/08/2020,5,Popular Project,This apartment is located in Padur. This apartment amenities have car parking security kids play area gym and jogging track available.
Pushkara,Kumar ,08/06/2014,4,Padur.,?
Anantha Padmanabha Flats,Palaniappan,17/02/2014,5,Avadi.,?
Hazel,Guest User,30/04/2021,4,Nice project.,"This apartment very near the main road. In this apartment very affordable price and a well-maintained apartment nearby schools, colleges, and hospitals available."
Hazel,Guest User,20/11/2020,3,Good project.,"This apartment is a very well maintained apartment and near by shops, markets available. This apartment price also good and the apartment constructed also very well."
Hazel,Guest User,30/04/2021,4,Nice project.,"This apartment very near the main road. In this apartment very affordable price and a well-maintained apartment nearby schools, colleges, and hospitals available."
Hazel,Guest User,20/11/2020,3,Good project.,"This apartment is a very well maintained apartment and near by shops, markets available. This apartment price also good and the apartment constructed also very well."
Hazel,Guest User,14/08/2020,4,Good project with good connectivity.,This area is good and location is also good.School and Market are available in the location.This project has Indoor games and kids play area are also available.
Hazel,Asitthar,31/01/2013,0,Review Of Avadi,?
Temple Green Heights,Guest User,15/08/2020,4,Good environment,This apartment located in oragadam. This apartment amenities have swimming pool kids play area car parking security and shops available
Temple Green Heights,Guest User,15/08/2020,4,Good environment,This apartment located in oragadam. This apartment amenities have swimming pool kids play area car parking security and shops available
Temple Green Heights,Amar,03/10/2018,4,Oragadam Sriperumbudur.,?
Godrej Palmgrove,Guest User,18/08/2020,4,Nice project.,This area is good location. Near by lake in this location. School and markets are available in the location.
Godrej Palmgrove,Guest User,18/08/2020,4,Nice project.,This area is good location. Near by lake in this location. School and markets are available in the location.
Godrej Palmgrove,Karthik,12/12/2012,0,Review Of Chembarambakkam,?
Mantri Synergy,Dharmaraj,10/03/2013,0,Review Of Old Mahabalipuram Rd,?
Sobha Meritta,Guest User,07/08/2020,4,Sobha Meritta.,Sobha Meritta is very nice project. This area is good location. School and market are available in the location. This apartment indoor games and kids play area are available.
Sobha Meritta,Guest User,07/08/2020,4,Sobha Meritta.,Sobha Meritta is very nice project. This area is good location. School and market are available in the location. This apartment indoor games and kids play area are available.
Sobha Meritta,Leo,28/05/2014,5,Kelambakkam.,?
Shriram Shankari,Suvagata,12/07/2020,5,Shriram Shankari_Guduvancheri,This apartment located in Guduvancheri. This apartment amenities have swimming pool car parking kids play area gym security.
Shriram Shankari,Suvagata,12/07/2020,5,Shriram Shankari_Guduvancheri,This apartment located in Guduvancheri. This apartment amenities have swimming pool car parking kids play area gym security.
Shriram Shankari,Amirtharaj,23/01/2019,5,"Good schools, shopping complexes and amenities are available nearby.",?
Akshaya Today,Guest User,24/09/2020,4,Good Project.,This project offers all major amenities and great feelings about the ambiance. It is having compact apartments and decent built-in quality.
Akshaya Today,Guest User,19/08/2020,1,Nice project.,"This project was started in 2013 January and expected to handed over by 2015 January. But this is still not happening, but he has put his hands on other projects leaving this."
Akshaya Today,Guest User,24/09/2020,4,Good Project.,This project offers all major amenities and great feelings about the ambiance. It is having compact apartments and decent built-in quality.
Akshaya Today,Guest User,19/08/2020,1,Nice project.,"This project was started in 2013 January and expected to handed over by 2015 January. But this is still not happening, but he has put his hands on other projects leaving this."
Akshaya Today,kanhaiya kr,12/07/2020,5,Akshaya Today_Kelambakkam,This apartment located in kelambakkam.This apartment amenities have swimming pool car parking kids play area and security
Akshaya Today,Nazneen Farid,14/09/2017,5,Kelambakkam,?
KG Earth Homes,Guest User,20/11/2020,4,Best project.,"Easy go to anywhere from this place. Excellent location for its people. Its companies are very near to this location. The facilities were awesome, everything you could possibly get from walk able distance."
KG Earth Homes,Guest User,20/08/2020,4,Nice project.,"This apartment located in Siruseri. This apartment amenities have car parking, rainwater, harvesting security Vaastu and nearby shops."
KG Earth Homes,Guest User,20/11/2020,4,Best project.,"Easy go to anywhere from this place. Excellent location for its people. Its companies are very near to this location. The facilities were awesome, everything you could possibly get from walk able distance."
KG Earth Homes,Guest User,20/08/2020,4,Nice project.,"This apartment located in Siruseri. This apartment amenities have car parking, rainwater, harvesting security Vaastu and nearby shops."
KG Earth Homes,Premnath,03/01/2013,0,Review Of Siruseri,?
Amarprakash Temple Waves,Guest User,12/06/2021,3,Nice project.,This project is located in Mahanagar Extension with full of greenery surrounding far from main city with some basic amenities by developer area has to be developed in proper condition.
Amarprakash Temple Waves,Guest User,24/05/2021,5,Nice project.,"I am happy to buy the property here. Friendly staff, good commute location from Kundrathur."
Amarprakash Temple Waves,Guest User,12/06/2021,3,Nice project.,This project is located in Mahanagar Extension with full of greenery surrounding far from main city with some basic amenities by developer area has to be developed in proper condition.
Amarprakash Temple Waves,Guest User,24/05/2021,5,Nice project.,"I am happy to buy the property here. Friendly staff, good commute location from Kundrathur."
Amarprakash Temple Waves,Guest User,08/01/2021,4,Nice project.,It is a pollution-free environment. Best place to live a peaceful and healthy life. They provide so many amenities and facilities with the lavish lifestyle.
Amarprakash Temple Waves,Guest User,27/12/2020,4,Good project.,Amarprakash Temple Waves is a good project and a good township. It is a well-maintained project. Good parking facilities available. Good security staff available.
Amarprakash Temple Waves,Guest User,21/12/2020,4,Good project.,"It is best to project in Chennai. Good security good project good lift. Closeness to markets, nursing homes, ATMs, railway station,s, and schools make it a nice place."
Amarprakash Temple Waves,Guest User,20/12/2020,4,Best project,"The project offers apartments with perfect contemporary architecture and features to provide a comfortable living. It also has amenities like a Jogging Track, Lawn tennis court and Swimming pool ensuring the health and recreational needs."
Amarprakash Temple Waves,Shankar,01/06/2014,5,Chormepet.,?
Coral Cascade,Guest User,23/08/2020,4,Society having good amenities,"2 BHK and 3 BHK apartments available. located in Chennai's most wanted metro city, indoor games, and other amenities available."
Coral Cascade,Guest User,23/08/2020,4,Society having good amenities,"2 BHK and 3 BHK apartments available. located in Chennai's most wanted metro city, indoor games, and other amenities available."
Coral Cascade,KRJ,26/04/2017,4,Pallikaranai.,?
KG Signature City,Guest User,22/06/2021,4,Nice project.,It is a very beautiful property and can stay peacefully. It is worth buying. It has very good ventilation and elevation.
KG Signature City,Guest User,03/06/2021,5,Best project.,"KG Signature City is well planned residential ready-to-move apartment situated at prime location Mogappair West Chennai. The project having skillfully designed 2 and 3 BHK multistorey apartments with all the major amenities such as a swimming pool, jogging track, gym, indoor games, kids play area, c... Read More"
KG Signature City,Guest User,22/06/2021,4,Nice project.,It is a very beautiful property and can stay peacefully. It is worth buying. It has very good ventilation and elevation.
KG Signature City,Guest User,03/06/2021,5,Best project.,"KG Signature City is well planned residential ready-to-move apartment situated at prime location Mogappair West Chennai. The project having skillfully designed 2 and 3 BHK multistorey apartments with all the major amenities such as a swimming pool, jogging track, gym, indoor games, kids play area, c... Read More"
KG Signature City,Guest User,08/01/2021,4,Nice project.,"It is one of the best apartments in Chennai. It is very well designed very good construction. 24 hours security and CCTV camera available. Prime location, also very close to Nolambur Main Road, AGS Cinemas, etc."
KG Signature City,Guest User,06/01/2021,4,Nice project.,It is a very calm place to live in. Amenities are good in society. It is a prime location project. The construction quality of the building is good. All daily needs are available within walkable distance.
KG Signature City,Guest User,27/12/2020,4,Nice project.,K G Signature City is a good residential project. Good amenities are available. The water supply is good. Good parking available.
KG Signature City,Guest User,16/12/2020,4,Best project.,"It is the best in the city. Closeness to markets, nursing homes, ATMs, railway station,s and schools make it a nice place. All amenities are here. Good parking good security."
KG Signature City,kanhaiya kr,12/07/2020,5,KG Signature City_Mogappair,This Area is good location.. School and Market are available in the location.. This apartment indoor games and kids play Area are available..
KG Signature City,Palani,18/08/2012,0,Review Of Mogappair,?
Ozone Greens,Guest User,22/12/2020,4,Best project.,"All amenities are available in the project and, roads are good and hospitals, schools are nearby. It is a good to project. Good security and a good lift."
Ozone Greens,Guest User,22/12/2020,4,Best project.,"All amenities are available in the project and, roads are good and hospitals, schools are nearby. It is a good to project. Good security and a good lift."
Ozone Greens,Ranjith,09/09/2016,5,Perumbakkam.,?
Sai Sarovar,Manikandan,06/09/2014,5,Velachery.,?
Provident Cosmo City,Guest User,20/08/2020,3,Nice project.,"This apartment located in Siruseri. This apartment amenities have swimming pool, car parking, kids play area, gym and security."
Provident Cosmo City,Guest User,20/08/2020,3,Nice project.,"This apartment located in Siruseri. This apartment amenities have swimming pool, car parking, kids play area, gym and security."
Provident Cosmo City,Ayyanar,18/03/2015,5,Siruseri.,?
Aishwarya Gardens,Guest User,12/07/2020,5,Aishwarya Gardens_Medavakkam,"Good amenities, providing all facilities to the customers. Located in the place where customers wants to buy their flats.satifies the customer needs."
Aishwarya Gardens,Guest User,12/07/2020,5,Aishwarya Gardens_Medavakkam,"Good amenities, providing all facilities to the customers. Located in the place where customers wants to buy their flats.satifies the customer needs."
Aishwarya Gardens,Barani,20/06/2015,4,Medavakkam.,?
