property_name,reviewer,date,stars,heading,review 
Hilife Homes Nature,Guest User,25/10/2020,4,Under construction project.,"This is a corporate office and under construction and affordable price. 24 hours of Electricity, Power backup. Nice design for office nearby good transport and safe area."
Hilife Homes Nature,Gaurav Gupta,16/10/2020,4,Good Project.,This is a corporate office with excellent amenities at affordable prices. It is a nice project and good parking space and walking area in the corporate building. It is near by bank ATMs.
Hilife Homes Nature,Punith kumar,18/11/2016,4,Kadugodi.,?
Mythri Sapphire,Shiva,06/10/2015,4,Sarjapur Road.,?
Assetz Lifestyle 63 Degree East,Guest User,13/06/2021,4,Nice project.,It is best to project of its location very neat project will Full of greenery surrounding with the best luxurious apartment. It has been built very nicely with good quality of construction and unique designed flats and more spacious flats with good open space.
Assetz Lifestyle 63 Degree East,Guest User,08/06/2021,4,Nice project.,A good place to work in. Good landscaping. It is very well constructed and can work without any problems. The best one.
Assetz Lifestyle 63 Degree East,Guest User,13/06/2021,4,Nice project.,It is best to project of its location very neat project will Full of greenery surrounding with the best luxurious apartment. It has been built very nicely with good quality of construction and unique designed flats and more spacious flats with good open space.
Assetz Lifestyle 63 Degree East,Guest User,08/06/2021,4,Nice project.,A good place to work in. Good landscaping. It is very well constructed and can work without any problems. The best one.
Assetz Lifestyle 63 Degree East,Guest User,04/06/2021,5,Best project.,"Assetz Lifestyle 63 Degree East is a magnificently designed residential ready-to-move project developed by Assetz Group Pvt Ltd located at Sarjapura Road Bangalore. Which has great connectivity to the national highway railway station, schools, hospital, banks, and other shopping destination. The pro... Read More"
Assetz Lifestyle 63 Degree East,Guest User,27/12/2020,4,Well maintained,Well maintained project have good amenities like Amphitheater Badminton Court Basket Ball Court Billiards Card Games Club House Community Hall Covered Car Parking Cycling Track Football Gaming Cafe Gym Health Facilities Indoor Games Landscaped Garden Library Meditation Hall Party Area Play Area Rain... Read More
Assetz Lifestyle 63 Degree East,Guest User,27/12/2020,5,Luxury feel project,Assetz Lifestyle 63 Degree East is a great project developed by the builder. Beautifully designed and architect by the builder. It offers world class amenities and lots of open and green space.
Assetz Lifestyle 63 Degree East,Guest User,23/12/2020,4,Good project,Assets lifestyle 63 Degree East is a good Multistorey residential project located in Sarjapur road the project offers prime location with modern amenities and facilities with 24 hours security and lots of greenery and open space
Assetz Lifestyle 63 Degree East,Guest User,22/12/2020,5,Great project.,Assetz Lifestyle 63 Degree East is a residential ready to move project located at Sarjapura Road. Which has great connectivity to all the major junctions the project offers various 1 2 and 3 BHK flats with all the basic amenities.
Assetz Lifestyle 63 Degree East,Guest User,18/12/2020,5,Very good project with good connectivity,"Assetz Lifestyle 63 Degree East is located in Sarjapur road with a very good surrounding of full greenery and very good open space with a good class of amenities provided by the developer it has 1,2,3 and 4bhk premium flats are available with best club house and full amenities inside the project goo... Read More"
Assetz Lifestyle 63 Degree East,Guest User,13/08/2020,5,Assets 63 Degree East.,Assets 63 Degree East project is located in East Bangalore. This location is best residence good connectivity for electronic city and Sarjapur Town. Very close to Bangalore Technology Institute in Chikkanahalli with best Greenary surrounding. The project it provides best amenities like open space of... Read More
Assetz Lifestyle 63 Degree East,Sabeer,12/12/2014,4,Sarjapur Road.,?
Krishnaja Northcity,Bhuvaneshwari,02/02/2018,4,Devanahalli,?
Celesta,Tarunika,24/09/2012,0,Review Of Chanda Pur,?
Brigade Gem,Bishwajit,26/04/2016,5,Sarjapur Road.,?
Sobha Garrison,Guest User,30/10/2020,4,Nice project.,"Sobha Garrison is a good multistorey residential project located on Tumkur Road, Bangalore. All modern amenities and facilities are available with 24 hours security and lots of greenery and open space here."
Sobha Garrison,Guest User,29/10/2020,4,Good project.,"Good location for project and parking facility is good covered and visitor, garden available. Nearly all transportation and Schools, Hospitals, Shopping mall available nearby."
Sobha Garrison,Guest User,30/10/2020,4,Nice project.,"Sobha Garrison is a good multistorey residential project located on Tumkur Road, Bangalore. All modern amenities and facilities are available with 24 hours security and lots of greenery and open space here."
Sobha Garrison,Guest User,29/10/2020,4,Good project.,"Good location for project and parking facility is good covered and visitor, garden available. Nearly all transportation and Schools, Hospitals, Shopping mall available nearby."
Sobha Garrison,Prasanna,05/03/2012,0,Review Of Tumkur Road,?
DC Capitol,Balaraju,04/03/2016,4,Panathur,?
JP Tulips,Gaurav,04/05/2014,4,Hoskote.,?
Poorvi Champions Height,Guest User,02/02/2021,5,Quality construction,"Nice project very much valuable, reasonable price apartment, quality of construction is really nice it is my first preference"
Poorvi Champions Height,Guest User,02/02/2021,5,Quality construction,"Nice project very much valuable, reasonable price apartment, quality of construction is really nice it is my first preference"
Poorvi Champions Height,Sid,30/07/2015,5,Harlur.,?
Keystone DSR Star Light,Muheeb,04/07/2014,4,Gunjur.,?
Vaastu Tranquil,Sathyanarayana,31/05/2014,4,Kengeri.,?
Sobha Windsor,Sridhar,27/06/2019,4,Whitefield.,?
LK Gloria,Basavaraj,03/12/2012,0,Review Of Amrutahalli,?
Sanjeeve Royal,Biju ,09/12/2014,4,Kaggadasapura.,?
Sahasra Mount Oak,Hiremath,29/08/2013,5,Hennur Main Road is one such area that rides on the promise of an emerging hotspot.,?
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Harsh,08/12/2013,4,Jigani.,?
Srimitra Lifestyle,Guest User,02/11/2020,4,Nice project.,Srimitra Lifestyle is a residential project located in Horamavu. The project offers a prime location with all modern amenities and facilities with 24 hours security.
Srimitra Lifestyle,Guest User,01/11/2020,4,Good project.,"This society is good for residential. There are many facilities available in society, like Lifts, Parking, CCTV, Security guard, nearby Market, Mall, Hospital, School, Park, etc."
Srimitra Lifestyle,Guest User,02/11/2020,4,Nice project.,Srimitra Lifestyle is a residential project located in Horamavu. The project offers a prime location with all modern amenities and facilities with 24 hours security.
Srimitra Lifestyle,Guest User,01/11/2020,4,Good project.,"This society is good for residential. There are many facilities available in society, like Lifts, Parking, CCTV, Security guard, nearby Market, Mall, Hospital, School, Park, etc."
Srimitra Lifestyle,PRASANNA,15/04/2014,4,Hormavu.,?
VSR Tranquil,Alex ,08/01/2015,4,Hormavu.,?
Janani Radiance,Asha,31/10/2018,4,Sarjapura Road.,?
Goyal Footprints,Guest User,09/02/2021,0,Nice and clean environment,"Nice and clean environment. You get a nice swimming pool and gym. The architecture is outstanding, the location has less pollution."
Goyal Footprints,Himanshu,03/02/2021,4,Well Maintained,Well maintained complex from a quality builder. Easy to rent out easy to selling to people  Also green garden area with a parks in every block and children corner. expect metro that links the airport in the future. Nice to have invested here.
Goyal Footprints,Guest User,09/02/2021,0,Nice and clean environment,"Nice and clean environment. You get a nice swimming pool and gym. The architecture is outstanding, the location has less pollution."
Goyal Footprints,Himanshu,03/02/2021,4,Well Maintained,Well maintained complex from a quality builder. Easy to rent out easy to selling to people  Also green garden area with a parks in every block and children corner. expect metro that links the airport in the future. Nice to have invested here.
Goyal Footprints,Guest User,18/08/2020,5,Good Project.,"Goyal footprints is a multistorey residential project which comes in Thanisandra. The project offers all unique Amenities and facilities with 24 hours security. Manyata tech park & Bharatiya City is very close to this project. Road connectivity to all major places like Schools, Hospitals, super mark... Read More"
Goyal Footprints,Guest User,12/07/2020,5,Very good multistorey residential project,Goyal foot prints is a multistorey residential project comes in Thanisandra. The project offers all unique Amenities and facilities with 24 hours security. Manyata tech park.
Goyal Footprints,Vishal,26/05/2018,5,Thanisandra,?
Ajantha Vihar,Guest User,23/08/2020,4,It's a well Maintained Society.,"Ajanta vihar is a residential project that comes in Yelanhka New Town near Yelanhka New Town police station. The project offers basic amenities and facilities. Road connectivity to all major places like Schools, Hospitals, supermarkets, malls, etc is very close to this project."
Ajantha Vihar,Guest User,23/08/2020,4,It's a well Maintained Society.,"Ajanta vihar is a residential project that comes in Yelanhka New Town near Yelanhka New Town police station. The project offers basic amenities and facilities. Road connectivity to all major places like Schools, Hospitals, supermarkets, malls, etc is very close to this project."
Ajantha Vihar,Gururaj,25/10/2014,4,Yelahanka New Town.,?
Shravanthi Woods,Srikanth,19/06/2015,5,Banerghatta Main Road.,?
Golden Palms,Guest User,26/11/2020,4,Best project.,"A very nice project with a peaceful location, the area surrounding full of greenery. Easy access to the main road for shopping and good connectivity to another area. Nice transport facilities are available in this location."
Golden Palms,Guest User,26/11/2020,4,Good project with good connectivity.,"Golden palms apartments are situated in Hennur main road with open space project. Easy access to this project from, its location good, main road connectivity, and overall good project with all are modern amenities."
Golden Palms,Guest User,26/11/2020,4,Best project.,"A very nice project with a peaceful location, the area surrounding full of greenery. Easy access to the main road for shopping and good connectivity to another area. Nice transport facilities are available in this location."
Golden Palms,Guest User,26/11/2020,4,Good project with good connectivity.,"Golden palms apartments are situated in Hennur main road with open space project. Easy access to this project from, its location good, main road connectivity, and overall good project with all are modern amenities."
Golden Palms,Rider Realtors,19/09/2020,4,Hennur.,?
VBHC Vaibhava,Guest User,24/08/2020,5,Lovely Place.,This project is super secure. There is a construction quality is super. Children's play area also available here and security available in each tower.
VBHC Vaibhava,Guest User,24/08/2020,5,Lovely Place.,This project is super secure. There is a construction quality is super. Children's play area also available here and security available in each tower.
VBHC Vaibhava,Shivaram,08/04/2014,3,Anekal.,?
Sri Mitra Spring Valley,Guest User,05/02/2021,4,Prime location,"t is a beautiful apartment and a great place to stay in a prime location, easy access to market and offices, Just off the main road, so very peaceful and no traffic noise."
Sri Mitra Spring Valley,Guest User,05/02/2021,4,Prime location,"t is a beautiful apartment and a great place to stay in a prime location, easy access to market and offices, Just off the main road, so very peaceful and no traffic noise."
Sri Mitra Spring Valley,Prajwal,07/09/2018,4,Sarjapur Road.,?
Windsor Prime Corner,Sankar,08/02/2013,0,Review Of Bommanahalli,?
Divyasree Republic Of Whitefield,Guest User,27/12/2020,5,Peaceful apartment,People can stay here happily and comfortably with family and friends too. It also offers very well construction quality and super ventilated apartments.
Divyasree Republic Of Whitefield,Guest User,27/12/2020,5,Peaceful apartment,People can stay here happily and comfortably with family and friends too. It also offers very well construction quality and super ventilated apartments.
Divyasree Republic Of Whitefield,Ravichandran ,04/06/2014,4,Kundalahalli.,?
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Harsh,08/12/2013,4,Jigani.,?
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Harsh,08/12/2013,4,Jigani.,?
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Harsh,08/12/2013,4,Jigani.,?
Patels Nest,Satheesanp,19/10/2012,0,Review Of T Dasarahalli,?
SLR Comforts,Prabhakar,18/01/2016,5,Rajarajeshwari Nagar.,?
Urbana Belvedere,Padma,16/04/2015,5,Devanahalli.,?
Pride Sunrise,Guest User,16/11/2020,4,Nice project.,This project has all the needs and facilities like kids' play area for the children. Indoor and outdoor games are provided. This place is full of greenery.
Pride Sunrise,Guest User,16/11/2020,4,Nice project.,This project has all the needs and facilities like kids' play area for the children. Indoor and outdoor games are provided. This place is full of greenery.
Pride Sunrise,Nagendra,15/03/2012,0,Review Of Bannerghatta-Jigani Road,?
Mora Blossom,Prashath,18/06/2013,4,Good and calm locality.,?
United Elysium 2,Hemanth ,05/12/2018,5,Perfect Residential Zone.,?
Shapoorji Pallonji Parkwest,,17/04/2020,4,Binnypete.,?
GR Sankalpa,Guest User,24/09/2020,5,Good Project.,"GR Sankalpa is a residential apartment located in Sarjapur. The project offers all unique amenities and facilities with 24 hours security. The project access to many schools hospitals supermarkets, etc."
GR Sankalpa,Guest User,24/09/2020,5,Nice Project.,GR Sankalpa in Choodasandra south Bangalore is a residential project by GR constructions. The project offers all major amenities. It offers ample open space and ventilated and Vaastu compliant apartments.
GR Sankalpa,Guest User,24/09/2020,5,Good Project.,"GR Sankalpa is a residential apartment located in Sarjapur. The project offers all unique amenities and facilities with 24 hours security. The project access to many schools hospitals supermarkets, etc."
GR Sankalpa,Guest User,24/09/2020,5,Nice Project.,GR Sankalpa in Choodasandra south Bangalore is a residential project by GR constructions. The project offers all major amenities. It offers ample open space and ventilated and Vaastu compliant apartments.
GR Sankalpa,Ravi,09/02/2016,4,Sarjapur Road.,?
SLV Raj Driva,Sujatha,06/04/2012,0,Review Of Hennur,?
SNN Raj Serenity,Guest User,29/05/2021,4,Nice project.,It is a good society with power backups. Flats are very spacious. Good apartment complex with neat houses. The superb atmosphere with good location.
SNN Raj Serenity,Guest User,29/05/2021,4,Nice project.,"It is a nice apartment with lots of space surrounding it. Nice gated community. Good and well maintained, calm, peaceful, and safe."
SNN Raj Serenity,Guest User,29/05/2021,4,Nice project.,It is a good society with power backups. Flats are very spacious. Good apartment complex with neat houses. The superb atmosphere with good location.
SNN Raj Serenity,Guest User,29/05/2021,4,Nice project.,"It is a nice apartment with lots of space surrounding it. Nice gated community. Good and well maintained, calm, peaceful, and safe."
SNN Raj Serenity,Guest User,26/05/2021,5,Nice project.,SNN Raj Serinity is a beautiful gated residential community in Begur. The project offers all modern amenities and facilities with 24 hours security and a good environment.
SNN Raj Serenity,Guest User,19/08/2020,4,A perfect place to live,SNN Raj Serenity is a project with all world amenities and having secured with top-class security. It offers all ranges of services and facilities and located very near to NICE road which gives it better connectivity.
SNN Raj Serenity,Guest User,17/08/2020,4,SNN Raj Serenity.,SNN Raj Serenity is a project with best option to invest and live. It offers all modern amenities and having very well connected to the other part of the city. Lots of green and open space.
SNN Raj Serenity,Siddharth,06/02/2014,5,Begur Road.,?
Arvind Sporcia,Guest User,13/06/2021,5,Good project.,It is a well-maintained project with good connectivity for everything very near to Manyata Tech Park. Easy accessibility to all basic needs and facilities good project with good quality of construction and a nice project to live here with family.
Arvind Sporcia,Guest User,08/06/2021,4,Awesome project.,It is a very good place. Space is well utilized. Very nice and peaceful. The quality of the construction is too good and beautiful.
Arvind Sporcia,Guest User,13/06/2021,5,Good project.,It is a well-maintained project with good connectivity for everything very near to Manyata Tech Park. Easy accessibility to all basic needs and facilities good project with good quality of construction and a nice project to live here with family.
Arvind Sporcia,Guest User,08/06/2021,4,Awesome project.,It is a very good place. Space is well utilized. Very nice and peaceful. The quality of the construction is too good and beautiful.
Arvind Sporcia,Guest User,03/06/2021,5,Nice project.,Arvind Sporcia is one of the top residential ready-to-move apartments developed by Arvind Smart spaces Pvt Ltd located near Manyata Tech Park Bangalore. Great connectivity to all the major junctions of the city the project offers well planned 2 and 3 BHK homes with great facilities such as swimming ... Read More
Arvind Sporcia,Guest User,26/12/2020,4,Nice project.,Good project has good facilities and amenities and have CCTV around this project good for families to live hear have nearby restaurants supermarket schools colleges hospitals bank and ATMs.
Arvind Sporcia,Guest User,23/12/2020,4,Good project.,This apartment is constructed very nicely and looks so beautiful too. Having many amenities and services are available here.
Arvind Sporcia,Guest User,22/12/2020,4,Nice project.,"Arvind Sporcia is a residential ready to move Apartment situated at Hebbal North Bangalore. The project offers well-planned 2 and 3 BHK multistorey homes with great facilities such as a swimming pool, club house, gym, kids play area and indoor games, etc."
Arvind Sporcia,Guest User,21/12/2020,5,Very luxurious apartment with good location,Arvind Sporcia very luxurious apartment with good location beautifully built with good architecture and design very well developed project with the good surrounding of IT hub very near to manyata tech park easy access to this project from another part of city very good connectivity to all essential ... Read More
Arvind Sporcia,Guest User,13/08/2020,4,Arvind Sporcia.,"Arvind Sporcia is a residential project comes behind Manyata Tech Park. This project offers many facility and amenities. The project is well maintained with 24 hours security and road connectivity is good to all major places like schools, hospitals, super markets and malls etc."
Arvind Sporcia,Chaithra,24/02/2017,4,Manyta Tech Park.,?
Godrej Eternity,Guest User,08/06/2021,4,Awesome project.,It is the best amenities and facilities. Good connectivity for transportation and have companies nearby this project good place for families.
Godrej Eternity,Guest User,07/06/2021,4,Nice project.,It is a lovely place to stay with family and friends. Greenery and all the other best facilities are available over here to stay comfortably.
Godrej Eternity,Guest User,08/06/2021,4,Awesome project.,It is the best amenities and facilities. Good connectivity for transportation and have companies nearby this project good place for families.
Godrej Eternity,Guest User,07/06/2021,4,Nice project.,It is a lovely place to stay with family and friends. Greenery and all the other best facilities are available over here to stay comfortably.
Godrej Eternity,Guest User,09/01/2021,4,Nicely project.,Godrej Eternity is a luxurious ready to move project developed by Godrej properties Pvt Ltd located at a very nice place on Kanakapura Road. It is a nicely located project that offers various 2 and 3 BHK Homes with world-class amenities.
Godrej Eternity,Guest User,07/01/2021,0,Nice project.,Godrej Eternity apartment situated in Kanakapura road nice place very good locality super security system very nice to stay this apartment.
Godrej Eternity,Guest User,21/12/2020,4,Awesome amenities,Any time the transport service and all ATM available. Good water supply. All major amenities and services are available and are well maintained.
Godrej Eternity,Guest User,16/12/2020,4,Good project.,"Godrej eternity in Kanakpura, Bangalore South, is a residential project with modern amenities and facilities, Lots of open space and Greenery, and 24 hours security with CCTV footage."
Godrej Eternity,Guest User,18/08/2020,5,Godrej Eternity.,"Godrej Eternity is a Multistorey Apartment. With all modern amenities like Jogging track, gymnasium, tennis court, badminton court kids play area, swimming pool etc. Security available in each tower and CCTV available on the project. Parking facility available."
Godrej Eternity,J Pinto,13/08/2020,5,Kanakapura Road.,?
Silverwood Regency,Nanjappa,10/08/2015,4,Sarjapur Road.,?
MSR Gangothri Residency,Gaurav Gupta,20/10/2020,4,Good atmosphere with more open space,"Good Atmosphere with more open space. Materials quality is good, Nice construction with everything clear, good residential flats society, the staff is also friendly and ready to help in the society."
MSR Gangothri Residency,Gaurav Gupta,20/10/2020,4,Good atmosphere with more open space,"Good Atmosphere with more open space. Materials quality is good, Nice construction with everything clear, good residential flats society, the staff is also friendly and ready to help in the society."
MSR Gangothri Residency,Mahesh,30/05/2014,5,Kadugodi.,?
Urbana Prime,Suchitra,16/04/2015,5,Devanahalli.,?
JJC Lake Vihar II,Vijaya,15/05/2014,4,K R Puram.,?
Prestige Sunrise Park,Guest User,21/08/2020,4,It's offers all the amenities with lots of greenery inside this society.,Super Construction Quality very Spacious Rooms and Security system was Super Children's Play Area also very Spacious nice location.
Prestige Sunrise Park,Guest User,19/08/2020,4,Good project to invest,Prestige Sunrise Park is a good project located in the Electronic city in South Bangalore. It offers all modern amenities and having lots of green and open space. It's having close to many tech parks and NICE road.
Prestige Sunrise Park,Guest User,21/08/2020,4,It's offers all the amenities with lots of greenery inside this society.,Super Construction Quality very Spacious Rooms and Security system was Super Children's Play Area also very Spacious nice location.
Prestige Sunrise Park,Guest User,19/08/2020,4,Good project to invest,Prestige Sunrise Park is a good project located in the Electronic city in South Bangalore. It offers all modern amenities and having lots of green and open space. It's having close to many tech parks and NICE road.
Prestige Sunrise Park,Guest User,19/08/2020,4,Prestige Sunrise Park.,Prestige Sunrise Park is the project very nicely located close to many tech parks and other daily necessities. It belongs to brand like Prestige group and having all world class amenities. Little congested in terms of traffic.
Prestige Sunrise Park,anurag Singhal,25/02/2019,5,Electronic City.,?
Brigade Buena Vista,Guest User,13/06/2021,4,Nice project.,This project is situated in OMR road with good main road connectivity for it a well-maintained project with good quality of construction. All amenities inside project unique designed flats with more spacious.
Brigade Buena Vista,Guest User,10/06/2021,4,Happy To Stay Here,This is very comfortable and very good appartment complex in the city. And has all the facilities available here. Worth to buy...
Brigade Buena Vista,Guest User,13/06/2021,4,Nice project.,This project is situated in OMR road with good main road connectivity for it a well-maintained project with good quality of construction. All amenities inside project unique designed flats with more spacious.
Brigade Buena Vista,Guest User,10/06/2021,4,Happy To Stay Here,This is very comfortable and very good appartment complex in the city. And has all the facilities available here. Worth to buy...
Brigade Buena Vista,Guest User,04/06/2021,5,Nice project.,Brigade Buena Vista is one of the popular residential ready-to-move apartments developed by Brigade Group Pvt Ltd. This project is located in prime area old Madras road Bangalore. It is one of the lovely places to live the project provides various 2 and 3 luxurious homes with well-planned facilities... Read More
Brigade Buena Vista,Guest User,26/12/2020,4,Nice project,Good and best project have good transport facility around and have good facilities like nearby supermarkets and restaurants hospitals and have good amenities like Amphitheater Badminton Court Basket Ball Court Club House Cricket Court Gym Jogging Track Landscaped Garden Lift Party Area Play Area Sec... Read More
Brigade Buena Vista,Guest User,23/12/2020,4,Good project.,"Brigade buena vista is a residential luxury apartment located on Budigere Cross. The building quality and construction are good, beautiful landscaping with all modern amenities and facilities are available."
Brigade Buena Vista,Guest User,23/12/2020,4,Good project.,It is one of the popular apartments in the City. It is well-connected to every daily need. It offers all major amenities and very cleaned and maintained services.
Brigade Buena Vista,Guest User,22/12/2020,4,Good project.,Brigade Buena Vista is ready to move apartment developed by Brigade Group Pvt Ltd located at Old Madras Road. It is a lovely place to live with comfort. The project provides 2 and 3 BHK flats with great ventilation. The project also offers world-class amenities.
Brigade Buena Vista,Guest User,07/11/2020,4,Nice project.,"Brigade has kept its reputation as one of the top builders, the property seems very good, build quality is good, the garden has a lot of green areas, the playing area is also very good."
Brigade Buena Vista,Guest User,30/10/2020,4,Good project.,"The quality of construction is good. The project looks promising, decent open space and location wise also good, many roads are proposed, within the radius of the project, Peripheral ring road."
Brigade Buena Vista,Aje,06/03/2016,4,Old Madras Road.,?
Silver Waves Royal,Guest User,24/08/2020,4,Well project,"Silver waves Constructions was established in 2010, with property development as its main focus. With over 10 years of building constructions, we started our journey. We create homes as per customer need and comfort."
Silver Waves Royal,Guest User,24/08/2020,4,Well project,"Silver waves Constructions was established in 2010, with property development as its main focus. With over 10 years of building constructions, we started our journey. We create homes as per customer need and comfort."
Silver Waves Royal,devaraj,08/02/2020,5,Kengeri Satellite Town.,?
Aratt Divya Jyothi Lake View County,Jophy,09/08/2015,4,Begur is good locality.,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
Provident Park Square,Guest User,06/10/2020,5,Good Project.,"Nice project with all amenities like swimming pool, supermarket, clubhouse, play area, etc. It is very peaceful and very strategically located close to Kanakapura road."
Provident Park Square,Guest User,05/10/2020,5,Nice project.,"Budget homes with good quality, good for living and small rentals rather than Investment gated apartment complex with gym, pool, and grocery store inside."
Provident Park Square,Guest User,06/10/2020,5,Good Project.,"Nice project with all amenities like swimming pool, supermarket, clubhouse, play area, etc. It is very peaceful and very strategically located close to Kanakapura road."
Provident Park Square,Guest User,05/10/2020,5,Nice project.,"Budget homes with good quality, good for living and small rentals rather than Investment gated apartment complex with gym, pool, and grocery store inside."
Provident Park Square,White Leaf Property Solutions,13/06/2017,4,Kanakapura Road.,?
G R Lavender,Bhoomi ,08/11/2014,5,Bannerghatta Main Road.,?
Krishnaja Northcity,Bhuvaneshwari,02/02/2018,4,Devanahalli,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
DS MAX SILVER NEST,Raj,19/07/2012,0,Review Of Hesara Ghatta ,?
Daadys Olive,Jaswant,26/05/2020,4,Electronic City.,?
Green Aspire,Guest User,10/01/2021,4,Good project.,It is a good apartment with great amenities and very supportive staff. It is a well maintained society.
Green Aspire,Guest User,16/10/2020,4,Good Project.,"This is a good project and the design infrastructure development and all kinds of facilities are good. It has amenities like a swimming pool so good design, a running track very well. It has a nearby school, market and banks."
Green Aspire,Guest User,10/01/2021,4,Good project.,It is a good apartment with great amenities and very supportive staff. It is a well maintained society.
Green Aspire,Guest User,16/10/2020,4,Good Project.,"This is a good project and the design infrastructure development and all kinds of facilities are good. It has amenities like a swimming pool so good design, a running track very well. It has a nearby school, market and banks."
Green Aspire,Priya,17/01/2016,4,Thanisandra Main Road.,?
Rohan Upavan,Guest User,21/05/2021,5,Good project.,"This is very very excellent locality is very well connected railways, public transports hospitals, schools, banks, and ATM."
Rohan Upavan,Guest User,27/12/2020,4,Awesome apartment,People can stay here comfortably and happily without any issues or problems with all the needs...
Rohan Upavan,Guest User,21/05/2021,5,Good project.,"This is very very excellent locality is very well connected railways, public transports hospitals, schools, banks, and ATM."
Rohan Upavan,Guest User,27/12/2020,4,Awesome apartment,People can stay here comfortably and happily without any issues or problems with all the needs...
